x,y
4.723510265350342,2.316697835922241
4.464469132820734,2.330419508427805
4.21148383142167,2.370514625064206
3.9783241215608225,2.4557687809122286
3.7726279806925254,2.595217020591442
3.5816684225991016,2.7655107235728633
3.3885518527467613,2.9366740318842663
3.1822288481101073,3.0878524436042762
2.962543373290453,3.2151934333963226
2.730529485045107,3.316701925567906
2.4875401331834466,3.3905981238131346
2.2377618983237966,3.437015168776184
1.9867835044163293,3.45723703310711
1.7355974948230486,3.46094560024891
1.4782616136175413,3.470401969265618
1.2152736752844404,3.4887772766108665
0.9620773687757117,3.4763538742230407
0.7358787635402924,3.388696748178003
0.5467833337062892,3.217520923195518
0.3949476511562558,3.004880395829151
0.27992523009910375,2.778661943216535
0.20143001066761582,2.539828932795945
0.1555615242739981,2.2903723622251864
0.13242449832969372,2.037647791776851
0.12151122499172427,1.7872187833957867
0.11210460932142965,1.5353286733770013
0.09378972139738716,1.276025931610776
0.07654130359048755,1.0132219238934188
0.10141435896695124,0.7658621657465271
0.20766139896692384,0.5525360583410432
0.38904078909241885,0.375140538564144
0.6125138672325116,0.2257403238577094
0.84623193595121,0.09670865019217532
1.0785979318534589,-0.013840987365921669
1.3123244790529354,-0.1037390598656514
1.5504253804839045,-0.17073067020944738
1.7952623181966647,-0.21370601678930082
2.0459371598437004,-0.23727938820118621
2.300535265348165,-0.24785001574813473
2.5571416608664106,-0.2518177168129503
2.8138896195257614,-0.2554067703564809
3.069822238606272,-0.26153121445167077
3.324793570687067,-0.2701545638410182
3.578686059479209,-0.28113703694815156
3.8313821486937596,-0.294338852196699
4.082764282041783,-0.30962022801028877
4.332714903234341,-0.3268413828125492
4.581116455982496,-0.3458625350271085
4.827946115829607,-0.3665024715995599
5.07361244437988,-0.3883913104539872
5.318646730684967,-0.41110549400308716
5.563580272498831,-0.43422146085355434
5.808944367575433,-0.4573156496120836
6.055270313668736,-0.4799644988853695
6.303089408532701,-0.5017444472801069
6.5529329499212885,-0.5222319334029902
6.805332235588462,-0.5410033958607144
7.06081856328818,-0.557635273259974
7.319923230774409,-0.5717040042074637
7.583177535801106,-0.5827860273098784
7.851112776122235,-0.5904577811739127
8.12406097610133,-0.5940570726309105
8.396657288987543,-0.5860996513119996
8.657142670998514,-0.5514441552474808
8.893418756555718,-0.474542881397924
9.093390034174687,-0.33985679739423497
9.24840356808588,-0.14230533459932415
9.359929730076969,0.09243770630809933
9.432899557610291,0.33704003807206057
9.480579744808978,0.5847133200050315
9.518740912251248,0.8352897133315744
9.552899521705957,1.0879880497517462
9.573203497980243,1.341103132598813
9.568538524774794,1.592853873363455
9.529949741533795,1.8414504260037283
9.458675956334803,2.085061604716169
9.358960964561348,2.321844037166318
9.233638971296351,2.5480723461363723
9.077643595495678,2.749475955361664
8.883279215717774,2.9082160947947946
8.651683951120544,3.0139411208214923
8.3986920168064,3.0687574759753793
8.141293140075568,3.076022836770919
7.889243421210292,3.041391834351908
7.643842192305864,2.973204448828566
7.4059091241719255,2.87995297120685
7.175870226891591,2.770374405557294
6.949829297002164,2.655892592739626
6.721217701705312,2.549592647722198
6.484097196235483,2.4635199146421547
6.238532484183682,2.400183085055204
5.987753401238957,2.357062527199773
5.734913729068674,2.331464191127797
5.481847305272808,2.3190621480402616
5.229483724967805,2.3144125322334754
4.977937219138504,2.3132105063443396
