6.067468, 2.180375, 1.207440, 3.633399
6.072306, 2.180142, 1.207440, 3.633399
6.072306, 2.180142, 1.207440, 3.633399
6.072306, 2.180142, 1.211532, 3.613814
6.077143, 2.179904, 1.211532, 3.613814
6.077143, 2.179904, 1.189487, 3.648082
6.081980, 2.179660, 1.189487, 3.648082
6.081980, 2.179660, 1.208149, 3.622244
6.086817, 2.179411, 1.208149, 3.622244
6.091653, 2.179155, 1.197843, 3.647672
6.091653, 2.179155, 1.197843, 3.647672
6.091653, 2.179155, 1.197843, 3.647672
6.096489, 2.178895, 1.209105, 3.640738
6.096489, 2.178895, 1.209105, 3.640738
6.096489, 2.178895, 1.191509, 3.634724
6.101325, 2.178628, 1.191509, 3.634724
6.101325, 2.178628, 1.207867, 3.619318
6.106161, 2.178355, 1.207867, 3.619318
6.110996, 2.178077, 1.201104, 3.633458
6.110996, 2.178077, 1.201104, 3.633458
6.110996, 2.178077, 1.201104, 3.633458
6.115830, 2.177794, 1.209111, 3.639581
6.115830, 2.177794, 1.209111, 3.639581
6.120665, 2.177504, 1.209094, 3.640543
6.120665, 2.177504, 1.209094, 3.640543
6.120665, 2.177504, 1.209094, 3.640543
6.120665, 2.177504, 1.216182, 3.636493
6.125499, 2.177209, 1.216182, 3.636493
6.125499, 2.177209, 1.205333, 3.647717
6.130333, 2.176908, 1.205333, 3.647717
6.130333, 2.176908, 1.205333, 3.647717
6.130333, 2.176908, 1.196052, 3.651560
6.135167, 2.176602, 1.196052, 3.651560
6.139999, 2.176290, 1.178466, 3.686916
6.139999, 2.176290, 1.178466, 3.686916
6.139999, 2.176290, 1.178466, 3.686916
6.144832, 2.175972, 1.214518, 3.679479
6.144832, 2.175972, 1.214518, 3.679479
6.144832, 2.175972, 1.190692, 3.668616
6.149664, 2.175648, 1.190692, 3.668616
6.149664, 2.175648, 1.190692, 3.668616
6.154497, 2.175319, 1.190207, 3.676445
6.154497, 2.175319, 1.190207, 3.676445
6.154497, 2.175319, 1.198326, 3.679219
6.159328, 2.174984, 1.198326, 3.679219
6.159328, 2.174984, 1.198326, 3.679219
6.164159, 2.174644, 1.198122, 3.678311
6.164159, 2.174644, 1.198122, 3.678311
6.168990, 2.174297, 1.199905, 3.696704
6.168990, 2.174297, 1.199905, 3.696704
6.168990, 2.174297, 1.199905, 3.696704
6.173820, 2.173946, 1.203354, 3.699625
6.173820, 2.173946, 1.203354, 3.699625
6.173820, 2.173946, 1.194184, 3.684921
6.178650, 2.173588, 1.194184, 3.684921
6.178650, 2.173588, 1.194184, 3.684921
6.183480, 2.173225, 1.193977, 3.689133
6.183480, 2.173225, 1.193977, 3.689133
6.183480, 2.173225, 1.203329, 3.671612
6.188309, 2.172856, 1.203329, 3.671612
6.188309, 2.172856, 1.203329, 3.671612
6.193138, 2.172481, 1.206561, 3.677665
6.193138, 2.172481, 1.206561, 3.677665
6.193138, 2.172481, 1.204900, 3.677079
6.197966, 2.172101, 1.204900, 3.677079
6.197966, 2.172101, 1.204900, 3.677079
6.202794, 2.171715, 1.197445, 3.682277
6.202794, 2.171715, 1.197445, 3.682277
6.202794, 2.171715, 1.199791, 3.692268
6.207621, 2.171323, 1.199791, 3.692268
6.207621, 2.171323, 1.199791, 3.692268
6.212448, 2.170926, 1.200938, 3.685178
6.212448, 2.170926, 1.200938, 3.685178
6.212448, 2.170926, 1.207481, 3.678678
6.217274, 2.170522, 1.207481, 3.678678
6.217274, 2.170522, 1.207481, 3.678678
6.222100, 2.170114, 1.204509, 3.679567
6.222100, 2.170114, 1.204509, 3.679567
6.226925, 2.169699, 1.202680, 3.675229
6.226925, 2.169699, 1.202680, 3.675229
6.226925, 2.169699, 1.202680, 3.675229
6.231750, 2.169280, 1.186507, 3.695930
6.231750, 2.169280, 1.186507, 3.695930
6.236575, 2.168854, 1.197546, 3.675051
6.236575, 2.168854, 1.197546, 3.675051
6.236575, 2.168854, 1.197546, 3.675051
6.241398, 2.168422, 1.188812, 3.666508
6.241398, 2.168422, 1.188812, 3.666508
6.246222, 2.167985, 1.201607, 3.683057
6.246222, 2.167985, 1.201607, 3.683057
6.246222, 2.167985, 1.201607, 3.683057
6.251045, 2.167543, 1.198825, 3.676732
6.251045, 2.167543, 1.198825, 3.676732
6.255867, 2.167094, 1.203977, 3.683666
6.255867, 2.167094, 1.203977, 3.683666
6.255867, 2.167094, 1.203977, 3.683666
6.260689, 2.166640, 1.165929, 3.681496
6.260689, 2.166640, 1.165929, 3.681496
6.265510, 2.166180, 1.194788, 3.687936
6.265510, 2.166180, 1.194788, 3.687936
6.265510, 2.166180, 1.194788, 3.687936
6.270331, 2.165715, 1.195761, 3.691814
6.270331, 2.165715, 1.195761, 3.691814
6.275151, 2.165244, 1.200393, 3.669193
6.275151, 2.165244, 1.200393, 3.669193
6.275151, 2.165244, 1.200393, 3.669193
6.275151, 2.165244, 1.196773, 3.611860
6.279971, 2.164767, 1.196773, 3.611860
6.279971, 2.164767, 1.213084, 3.606391
6.284790, 2.164284, 1.213084, 3.606391
6.284790, 2.164284, 1.213084, 3.606391
6.289608, 2.163797, 1.217786, 3.608381
6.289608, 2.163797, 1.217786, 3.608381
6.294426, 2.163303, 1.204736, 3.622998
6.294426, 2.163303, 1.204736, 3.622998
6.294426, 2.163303, 1.204736, 3.622998
6.294426, 2.163303, 1.222500, 3.587599
6.299243, 2.162803, 1.186836, 3.598946
6.304060, 2.162298, 1.208663, 3.615461
6.308877, 2.161788, 1.208663, 3.615461
6.308877, 2.161788, 1.214290, 3.607593
6.313692, 2.161271, 1.214290, 3.607593
6.313692, 2.161271, 1.214290, 3.607593
6.313692, 2.161271, 1.205248, 3.616507
6.318507, 2.160749, 1.205248, 3.616507
6.318507, 2.160749, 1.195648, 3.610469
6.323321, 2.160221, 1.195648, 3.610469
6.323321, 2.160221, 1.195648, 3.610469
6.323321, 2.160221, 1.206359, 3.601616
6.328135, 2.159688, 1.206359, 3.601616
6.328135, 2.159688, 1.202355, 3.593334
6.332948, 2.159149, 1.202355, 3.593334
6.332948, 2.159149, 1.202355, 3.593334
6.332948, 2.159149, 1.199239, 3.605962
6.337760, 2.158604, 1.199239, 3.605962
6.337760, 2.158604, 1.212100, 3.597074
6.342572, 2.158053, 1.198501, 3.613233
6.347383, 2.157498, 1.196141, 3.600775
6.352193, 2.156936, 1.196141, 3.600775
6.352193, 2.156936, 1.203816, 3.603708
6.357003, 2.156368, 1.203816, 3.603708
6.357003, 2.156368, 1.211882, 3.588156
6.361813, 2.155795, 1.211882, 3.588156
6.361813, 2.155795, 1.211882, 3.588156
6.366621, 2.155217, 1.208508, 3.587198
6.366621, 2.155217, 1.208508, 3.587198
6.366621, 2.155217, 1.183627, 3.588622
6.371429, 2.154632, 1.183627, 3.588622
6.371429, 2.154632, 1.183627, 3.588622
6.371429, 2.154632, 1.194712, 3.576913
6.376236, 2.154042, 1.194712, 3.576913
6.376236, 2.154042, 1.202836, 3.596792
6.381042, 2.153447, 1.202836, 3.596792
6.381042, 2.153447, 1.202836, 3.596792
6.381042, 2.153447, 1.205317, 3.605920
6.385848, 2.152846, 1.205317, 3.605920
6.390653, 2.152239, 1.197691, 3.575869
6.390653, 2.152239, 1.197691, 3.575869
6.390653, 2.152239, 1.197691, 3.575869
6.395457, 2.151626, 1.193961, 3.693431
6.395457, 2.151626, 1.193961, 3.693431
6.400260, 2.151008, 1.189104, 3.686835
6.400260, 2.151008, 1.189104, 3.686835
6.400260, 2.151008, 1.189104, 3.686835
6.405064, 2.150384, 1.193838, 3.693691
6.405064, 2.150384, 1.193838, 3.693691
6.405064, 2.150384, 1.188340, 3.677498
6.409865, 2.149754, 1.188340, 3.677498
6.409865, 2.149754, 1.188340, 3.677498
6.414667, 2.149119, 1.205022, 3.705711
6.414667, 2.149119, 1.205022, 3.705711
6.414667, 2.149119, 1.191233, 3.591178
6.419467, 2.148478, 1.191233, 3.591178
6.419467, 2.148478, 1.191233, 3.591178
6.419467, 2.148478, 1.207580, 3.616874
6.429066, 2.147180, 1.217783, 3.628690
6.429066, 2.147180, 1.217783, 3.628690
6.429066, 2.147180, 1.217783, 3.628690
6.429066, 2.147180, 1.198762, 3.607388
6.433865, 2.146522, 1.198762, 3.607388
6.438662, 2.145859, 1.213248, 3.642060
6.438662, 2.145859, 1.213248, 3.642060
6.438662, 2.145859, 1.213248, 3.642060
6.443459, 2.145190, 1.212345, 3.641261
6.443459, 2.145190, 1.212345, 3.641261
6.443459, 2.145190, 1.203678, 3.673588
6.448255, 2.144515, 1.203678, 3.673588
6.448255, 2.144515, 1.203678, 3.673588
6.453050, 2.143835, 1.201872, 3.644120
6.453050, 2.143835, 1.201872, 3.644120
6.457844, 2.143149, 1.206631, 3.658938
6.457844, 2.143149, 1.206631, 3.658938
6.457844, 2.143149, 1.206631, 3.658938
6.462637, 2.142457, 1.214643, 3.642758
6.462637, 2.142457, 1.214643, 3.642758
6.462637, 2.142457, 1.205140, 3.661474
6.467430, 2.141760, 1.205140, 3.661474
6.467430, 2.141760, 1.205140, 3.661474
6.472222, 2.141057, 1.197126, 3.646717
6.472222, 2.141057, 1.197126, 3.646717
