x,y
0.7296978235244751,-0.0408778190612793
0.825583771908843,-0.05081508534862133
0.9215569627873209,-0.05956385840394107
1.0174619717224878,-0.06830591564224288
1.1131433742769234,-0.07822303447853111
1.2084457460132068,-0.09049699232781014
1.303213662493918,-0.10630956660508434
1.3972857233207827,-0.12681552763808485
1.4903638201243017,-0.15255182308118914
1.582013545934176,-0.18343942797822546
1.671794599693571,-0.21937268029935286
1.759266680345653,-0.2602459180147305
1.8439894904367624,-0.3059534762509887
1.9257306259419116,-0.3562256262715234
2.005025603641934,-0.4101866170384637
2.082587208157545,-0.46682080253590175
2.1591282241094585,-0.5251125367479297
2.2353614361183882,-0.5840461736586393
2.311999628805048,-0.6426060672521229
2.3897555867901534,-0.6997765715124722
2.4693359813319287,-0.7545475509630033
2.5511297125764285,-0.806195306630844
2.6350594322516625,-0.8544164123799461
2.721010608157478,-0.8989409593889967
2.808868708093724,-0.9394990388366817
2.8985191998602495,-0.9758207419016885
2.9898475512569025,-1.0076361597627035
3.082739230083532,-1.0346753835984133
3.1770785928606777,-1.056671217376435
3.27260524901315,-1.0737098130624554
3.3687719801661964,-1.0865775095810506
3.4649978024972037,-1.096143072059163
3.5607017321835612,-1.1032752656237357
3.6553027854026574,-1.1088428554017113
3.748464529673418,-1.1136378305344312
3.8411634822100793,-1.1180399844816735
3.934814893387272,-1.1222913720566254
4.030834322650364,-1.126633951040864
4.130637329444725,-1.131309679215966
4.235533307383965,-1.1364773137972217
4.3422666651183714,-1.1387181019126678
4.441385252649332,-1.1297571408342488
4.522994857561345,-1.1009730901636157
4.578683454534841,-1.045143122597917
4.610526457245029,-0.964939801782383
4.625123119596418,-0.8673041469573448
4.629090510652033,-0.759193986801394
4.6290456994748945,-0.6475671499931219
4.631572772026033,-0.5393451749996042
4.640440644573524,-0.438352162586991
4.654490763457126,-0.34299068203635247
4.672067170063385,-0.2511160244811735
4.691513905778845,-0.16058348105493883
4.7112343965404735,-0.06933867905223476
4.730487478636407,0.02337149848911909
4.749173927718479,0.11732364623102566
4.767210103673998,0.21227065199587045
4.784512366390265,0.3079654036060399
4.800997075754593,0.40416078888392026
4.816548464645409,0.5006097697295343
4.830633808802853,0.5970662694520235
4.842429181503936,0.69328488280773
4.851104700312201,0.7890202182855284
4.855830482791186,0.8840268843742928
4.855796787236935,0.9780672955083125
4.851386202930208,1.0713659779433378
4.844820226286433,1.1648601633301767
4.8384774681947516,1.2595479761896184
4.834736539544304,1.3564275410424511
4.835976051224236,1.4564969824094633
4.844221172204584,1.5605335479347198
4.855104621095659,1.6653196436949467
4.858704408537058,1.7641663655419828
4.844913688806417,1.8502692868226505
4.8046077241988,1.917459096544752
4.738121536914507,1.9656839795091376
4.65107645394515,1.9983107006545922
4.54915154286959,2.018743364958453
4.43802587126669,2.030386077398057
4.323378506715308,2.0366429429507416
4.210882434060105,2.040915061519003
4.104392083473679,2.0457051059641826
4.003407463113093,2.051364518531637
3.9067904406174634,2.057929478634002
3.8134028836259084,2.06543616568391
3.722106659777547,2.0739207590939968
3.6317636367114985,2.0834194382768962
3.5412356820668816,2.0939683826452424
3.449495904802852,2.105582732820599
3.3563710392699546,2.11811618540125
3.262083093332439,2.1313476799000015
3.1668562276996215,2.1450557486674886
3.0709146030808103,2.1590189240543465
2.974482380185323,2.1730157384112094
2.877783719722468,2.186824724088713
2.7810427824015616,2.2002244134374918
2.6844829230088147,2.212994738988302
2.5882428798969563,2.225062642643306
2.4923035719832196,2.236629255785951
2.3966286634989595,2.247925687434308
2.3011818186755217,2.2591830466064446
2.2059267017442594,2.2706324423204336
2.11082697693652,2.2825049835943423
2.0158463084836558,2.2950317794462416
1.9209483606170135,2.308443938894202
1.826096797567947,2.3229725709562916
1.7312553985402477,2.338824751770349
1.6363904149641888,2.3556907838858625
1.5414704784841893,2.3727634297526334
1.4464643173063476,2.3892152673727898
1.3513406596367683,2.4042188747484574
1.2560682336815476,2.416946829881764
1.1606157676467896,2.426571710774836
1.0649540580647796,2.4323103819754923
0.9690903856135255,2.434160898539814
0.8730632478568118,2.4327897246203127
0.7769121491979333,2.4288848825956255
0.6806765940401776,2.423134394844386
0.5843960867868396,2.4162262837452313
0.48811013184120744,2.4088485716767973
0.39185823360657546,2.401689281017719
0.2956798964862316,2.3954364341466325
0.19961462488347093,2.390778053442174
0.10370192320158086,2.3884021612829773
0.007971210841198274,2.3888652701360993
-0.08759658742754593,2.392091515385004
-0.1830351051655037,2.397815189645022
-0.27837797873284864,2.405770549028012
-0.3736588444897474,2.4156918496458317
-0.4689113387963718,2.427313347610341
-0.5641690980128939,2.4403692990333976
-0.6594657584994799,2.4545939600268607
-0.7548349566163037,2.4697215867025895
-0.850310328723532,2.4854864351724406
-0.9459255111813382,2.501622761548275
-1.0417141403498886,2.5178648219419495
-1.1377098525893574,2.533946872465323
-1.2339400571470307,2.5496121710109163
-1.3303662669240137,2.5646992338142565
-1.426910374314539,2.5791038516647995
-1.5234937299830065,2.592722598465025
-1.6200376845938098,2.605452048117408
-1.7164635888113486,2.6171887745244278
-1.812692793300017,2.6278293515885625
-1.9086466487242146,2.637270353212289
-2.0042465057483354,2.645408353298085
-2.099413715036778,2.6521399257484295
-2.194069627253938,2.6573616444657993
-2.2881355930642138,2.6609700833526717
-2.3815329778392575,2.6628618310977736
-2.474294220219335,2.6630451462187485
-2.566830132685132,2.6619086932711187
-2.659632025541433,2.6599220669780195
-2.7531912090930306,2.657554862062587
-2.847998993644711,2.6552766732479567
-2.9445466895012657,2.653557095257266
-3.0433256069674797,2.6528657228136505
-3.1448270563481473,2.653672150640247
-3.2495369424896277,2.656440276953636
-3.3571155167455378,2.6607638905062383
-3.4655177431930757,2.6644396743501475
-3.5724876704259017,2.665042039652239
-3.675769347037668,2.6601453975793876
-3.7731068216220343,2.6473241592984684
-3.8622441427726537,2.6241527359763577
-3.9409253590831854,2.5882055387799294
-4.00689454248144,2.5370570075060326
-4.058758522527043,2.469340147121532
-4.098269522163178,2.3875472201171832
-4.127896361574905,2.295049721868179
-4.150107860947285,2.195219147749709
-4.167372840465379,2.09142699313697
-4.182160120314251,1.9870447534051427
-4.196592044620006,1.884943551385073
-4.211065598789679,1.7855027875796716
-4.225441751722819,1.6883277601066007
-4.239581304578848,1.5930235248371982
-4.253345058517185,1.4991951376427994
-4.266593814697255,1.4064476543947426
-4.279188374278476,1.3143861309643554
-4.290989538420272,1.2226156232229766
-4.301859391770714,1.1307450879647156
-4.31170037750584,1.0385061441518928
-4.32046243255158,0.9457747590823969
-4.328098216233109,0.8524351742754888
-4.334560387875603,0.758371631250425
-4.339801606804234,0.6634683715264659
-4.343774532344179,0.5676096366228613
-4.3464318238206125,0.4706796680588717
-4.347726140558711,0.3725627073537538
-4.347610141883648,0.2731429960267681
-4.346036487120598,0.17230477559716426
-4.342947028818809,0.06994307880517628
-4.3374252188094955,-0.03318989644757086
-4.327086715606381,-0.13487627164033025
-4.309403386447786,-0.23275458394584855
-4.281847098572022,-0.3244633705368762
-4.241889719217408,-0.4076411685861607
-4.1870266353243615,-0.47994065774213346
-4.116785198514034,-0.5402363448235595
-4.034263174812174,-0.5895496387928787
-3.9429205316096176,-0.6291197415068586
-3.846217236297189,-0.6601858548222715
-3.747613099712847,-0.6839871756642633
-3.6498274021774764,-0.7017395732721186
-3.553127915588896,-0.7145816911434872
-3.457275799702349,-0.7236362138268028
-3.3620322142730847,-0.7300258258704974
-3.2671583190563513,-0.7348732118230035
-3.172415273807401,-0.7393010562327533
-3.077564772763375,-0.7444296832924563
-2.98245008676221,-0.7510191621583123
-2.8870829407521974,-0.7590856422706872
-2.7914958898861353,-0.768553283626744
-2.695721489316812,-0.7793462462236468
-2.599792294197027,-0.7913886900585586
-2.5037408596795787,-0.8046047751286423
-2.407600184051524,-0.818884471220116
-2.3114106691661354,-0.8335465228533793
-2.2152188393138834,-0.8474372953305145
-2.1190714027905844,-0.8593889569438941
-2.0230150678920436,-0.8682336759858917
-1.927096542914078,-0.8728036207488797
-1.8313625361525008,-0.8719309595252309
-1.7358597559031281,-0.8644478606073182
-1.6406941878361683,-0.849287733775838
-1.546465386121693,-0.8262269682791099
