0.440000,-0.060000
0.540172,-0.060000
0.625598,-0.095598
0.719804,-0.110000
0.819975,-0.110000
0.920147,-0.110000
0.999608,-0.060000
1.099779,-0.060000
1.199951,-0.060000
1.300123,-0.060000
1.400294,-0.060000
1.500466,-0.060000
1.600637,-0.060000
1.700809,-0.060000
1.800980,-0.060000
1.901152,-0.060000
2.001323,-0.060000
2.101495,-0.060000
2.201666,-0.060000
2.301838,-0.060000
2.402010,-0.060000
2.502181,-0.060000
2.602353,-0.060000
2.702524,-0.060000
2.802696,-0.060000
2.902867,-0.060000
3.003039,-0.060000
3.084696,-0.015304
3.182671,-0.010000
3.282843,-0.010000
3.383014,-0.010000
3.483186,-0.010000
3.570658,0.020658
3.641490,0.091490
3.690000,0.171568
3.747799,0.247799
3.818631,0.318631
3.889463,0.389463
3.960295,0.460295
4.031127,0.531127
4.101959,0.601959
4.172791,0.672791
4.245123,0.740000
4.329099,0.779099
4.404045,0.840000
4.500053,0.850053
4.583677,0.890000
4.671006,0.921006
4.741838,0.991838
4.812670,1.062670
4.883502,1.133502
4.954334,1.204334
5.025166,1.275166
5.095998,1.345998
5.166830,1.416830
5.237662,1.487662
5.308494,1.558494
5.379326,1.629326
5.450158,1.700158
5.520990,1.770990
5.591822,1.841822
5.662654,1.912654
5.733486,1.983486
5.818962,2.018962
5.904439,2.054439
5.989880,2.090000
6.090052,2.090000
6.190224,2.090000
6.290395,2.090000
6.390567,2.090000
6.490738,2.090000
6.590910,2.090000
6.691081,2.090000
6.791253,2.090000
6.891424,2.090000
6.991596,2.090000
7.091767,2.090000
7.191939,2.090000
7.292111,2.090000
7.392282,2.090000
7.492454,2.090000
7.592625,2.090000
7.690000,2.087203
7.742968,2.040000
7.793140,1.990000
7.843311,1.940000
7.893483,1.890000
7.943654,1.840000
7.993826,1.790000
8.043997,1.740000
8.094169,1.690000
8.144341,1.640000
8.194512,1.590000
8.244684,1.540000
8.294855,1.490000
8.345027,1.440000
8.395198,1.390000
8.445370,1.340000
8.495541,1.290000
8.545713,1.240000
8.595884,1.190000
8.646056,1.140000
8.696228,1.090000
8.746399,1.040000
8.796571,0.990000
8.846742,0.940000
8.930244,0.899756
9.026375,0.890000
9.090000,0.853454
9.176718,0.840000
9.226889,0.790000
9.277061,0.740000
9.327232,0.690000
9.377404,0.640000
9.427575,0.590000
9.477747,0.540000
9.527918,0.490000
9.578090,0.440000
9.628262,0.390000
9.678433,0.340000
9.728605,0.290000
9.778776,0.240000
9.828948,0.190000
9.879119,0.140000
9.929291,0.090000
10.017904,0.062096
10.108923,0.040000
10.209095,0.040000
10.309266,0.040000
10.409438,0.040000
10.509609,0.040000
10.609781,0.040000
10.709952,0.040000
10.804230,0.054230
10.889585,0.090000
10.989756,0.090000
11.089928,0.090000
11.190100,0.090000
11.290271,0.090000
11.390443,0.090000
11.490614,0.090000
11.590786,0.090000
11.690677,0.090677
11.770418,0.140000
11.870590,0.140000
11.970761,0.140000
12.070933,0.140000
12.171104,0.140000
12.271276,0.140000
12.362237,0.162237
12.450908,0.190000
12.551080,0.190000
12.651251,0.190000
12.748077,0.198077
12.830884,0.240000
12.869030,0.319030
12.939862,0.389862
12.990000,0.469266
13.046171,0.546171
13.090000,0.628188
13.152480,0.702480
13.190000,0.787110
13.258788,0.858788
13.294265,0.944265
13.340000,1.025492
13.390000,1.104953
13.436050,1.186050
13.490000,1.263875
13.540000,1.343336
13.577835,1.427835
13.613312,1.513312
13.648789,1.598789
13.690000,1.681890
13.740000,1.761351
13.755219,1.855219
13.790000,1.940983
13.790817,2.040817
13.840000,2.120616
13.840000,2.220787
13.840000,2.320959
13.840000,2.421130
13.840000,2.521302
13.840000,2.621473
13.840000,2.721645
13.840000,2.821816
13.840000,2.921988
13.840000,3.022160
13.840000,3.122331
13.840000,3.222503
13.840000,3.322674
13.840000,3.422846
13.840000,3.523017
13.840000,3.623189
13.840000,3.723360
13.840000,3.823532
13.840000,3.923703
13.840000,4.023875
13.840000,4.124047
13.840000,4.224218
13.840000,4.324390
13.840000,4.424561
13.840000,4.524733
13.840000,4.624904
13.840000,4.725076
13.840000,4.825247
13.840000,4.925419
13.840000,5.025590
13.840000,5.125762
13.840000,5.225933
13.840000,5.326105
13.840000,5.426277
13.840000,5.526448
13.840000,5.626620
13.840000,5.726791
13.840000,5.826963
13.840000,5.927134
13.813621,6.016379
13.778144,6.101856
13.740000,6.186228
13.690000,6.236399
13.640000,6.286571
13.590000,6.336742
13.540000,6.386914
13.442915,6.390000
13.392743,6.440000
13.292572,6.440000
13.192400,6.440000
13.092229,6.440000
12.992057,6.440000
12.891885,6.440000
12.791714,6.440000
12.691542,6.440000
12.591371,6.440000
12.491199,6.440000
12.391028,6.440000
12.290856,6.440000
12.190685,6.440000
12.090513,6.440000
11.990342,6.440000
11.890170,6.440000
11.789999,6.440000
11.689827,6.440000
11.589655,6.440000
11.489484,6.440000
11.389312,6.440000
11.289141,6.440000
11.188969,6.440000
11.088798,6.440000
10.988626,6.440000
10.888455,6.440000
10.788283,6.440000
10.688112,6.440000
10.587940,6.440000
10.487768,6.440000
10.387597,6.440000
10.287425,6.440000
10.187254,6.440000
10.087082,6.440000
9.986911,6.440000
9.886739,6.440000
9.786568,6.440000
9.686396,6.440000
9.587330,6.437330
9.506764,6.390000
9.427303,6.340000
9.345545,6.295545
9.274713,6.224713
9.203881,6.153881
9.133049,6.083049
9.062217,6.012217
8.991385,5.941385
8.920553,5.870553
8.849721,5.799721
8.753576,5.790000
8.653405,5.790000
8.553233,5.790000
8.453062,5.790000
8.352890,5.790000
8.252719,5.790000
8.152547,5.790000
8.052376,5.790000
7.952204,5.790000
7.852033,5.790000
7.751861,5.790000
7.651689,5.790000
7.551518,5.790000
7.451346,5.790000
7.351175,5.790000
7.251003,5.790000
7.150832,5.790000
7.050660,5.790000
6.950489,5.790000
6.850317,5.790000
6.750146,5.790000
6.649974,5.790000
6.549802,5.790000
6.449631,5.790000
6.349459,5.790000
6.249288,5.790000
6.149116,5.790000
6.048945,5.790000
5.948773,5.790000
5.848602,5.790000
5.748430,5.790000
5.648259,5.790000
5.548087,5.790000
5.447915,5.790000
5.347744,5.790000
5.247572,5.790000
5.147401,5.790000
5.047229,5.790000
4.947058,5.790000
4.846886,5.790000
4.746715,5.790000
4.646543,5.790000
4.596372,5.840000
4.546200,5.890000
4.496029,5.940000
4.445857,5.990000
4.395685,6.040000
4.345514,6.090000
4.295342,6.140000
4.245171,6.190000
4.194999,6.240000
4.122703,6.307297
4.040000,6.343922
3.985906,6.390000
3.935734,6.440000
3.835563,6.440000
3.735391,6.440000
3.635220,6.440000
3.535048,6.440000
3.434877,6.440000
3.334705,6.440000
3.234534,6.440000
3.134362,6.440000
3.034191,6.440000
2.934019,6.440000
2.833847,6.440000
2.733676,6.440000
2.633504,6.440000
2.533333,6.440000
2.433161,6.440000
2.332990,6.440000
2.232818,6.440000
2.132647,6.440000
2.032475,6.440000
1.932304,6.440000
1.832132,6.440000
1.731960,6.440000
1.631789,6.440000
1.531617,6.440000
1.431446,6.440000
1.331274,6.440000
1.231103,6.440000
