x,y
4.745935916900635,2.296884536743164
4.0533318519592285,2.3766603469848633
3.4720077514648438,2.745424747467041
2.5734283924102783,3.2883777618408203
1.6549162864685059,3.5544328689575195
0.726677417755127,3.516796112060547
0.31235694885253906,2.9429407119750977
0.12178254127502441,2.2025628089904785
0.08618009090423584,1.557686686515808
0.11887049674987793,1.0899046659469604
0.1150503158569336,0.6115931868553162
0.39711737632751465,0.11430585384368896
1.0851693153381348,-0.14038848876953125
1.879080891609192,-0.24586093425750732
2.929478168487549,-0.2967287302017212
3.9532041549682617,-0.33521568775177
5.391844272613525,-0.4660722017288208
7.750847339630127,-0.5872425436973572
8.9059419631958,-0.4506297707557678
9.521496772766113,0.14814436435699463
9.618395805358887,1.1903607845306396
9.591439247131348,2.320817470550537
9.05507755279541,3.049511671066284
8.270393371582031,3.1912667751312256
7.351512908935547,2.841109275817871
6.818391799926758,2.530432939529419
6.016053676605225,2.31311297416687
5.272357940673828,2.3086025714874268
