x,y
-0.7571457028388977,0.8154299259185791
-1.0426537990570068,1.0394721031188965
-1.2914167642593384,1.1893229484558105
-1.5895280838012695,1.3638139963150024
-1.9248298406600952,1.575610637664795
-2.2603044509887695,1.6507309675216675
-2.534254550933838,1.7011151313781738
-2.794978618621826,1.6638950109481812
-3.0687379837036133,1.5400464534759521
-3.3162918090820312,1.3161046504974365
-3.342409133911133,0.9435937404632568
-3.379812479019165,0.7199528217315674
-3.355001926422119,0.3718869686126709
-3.2691235542297363,0.07355760782957077
-3.1944007873535156,-0.3613874912261963
-3.084171772003174,-0.6227219104766846
-2.9352211952209473,-0.7845709323883057
-2.7121822834014893,-0.8969335556030273
-2.4637467861175537,-0.9844584465026855
-2.2146592140197754,-0.9721939563751221
1.3538286685943604,-0.9780098795890808
1.577349066734314,-1.139923334121704
1.8010151386260986,-1.2646431922912598
2.037285566329956,-1.3149000406265259
2.248556613922119,-1.2777831554412842
2.434993267059326,-1.1784499883651733
2.6593432426452637,-1.0049054622650146
2.7843284606933594,-0.731684684753418
2.8731863498687744,-0.33415722846984863
2.9110910892486572,0.014019244350492954
2.9236161708831787,0.4119288921356201
2.8749496936798096,0.7727711200714111
2.799604892730713,1.046018362045288
2.713160991668701,1.2079484462738037
2.5882339477539062,1.3817386627197266
2.377591848373413,1.606065034866333
2.1786375045776367,1.6435425281524658
1.9050688743591309,1.6688371896743774
1.6811254024505615,1.6070585250854492
1.4571956396102905,1.470766544342041
1.270160436630249,1.2349090576171875
1.07084321975708,0.9863903522491455
0.8218236565589905,0.7631034851074219
0.4736112356185913,0.7016677856445312
0.2870825231075287,0.6770517826080322
0.0508422926068306,0.6899392008781433
-0.19786415994167328,0.6902272701263428
-0.45900434255599976,0.728100061416626
-0.6950699687004089,0.7655845880508423
